LOCATIONNAME,TYPOLOGY,ROOMS,AREARANGE,PRICE_ASKING,AREA
Tetuán,PISO,2,142,1328.0,142
Latina,PISO,2,97,727.5,97
Retiro,PISO,2,97,1125.0,97
Chamberí,PISO,3,142,1550.0,142
Centro,PISO,2,70,1200.0,70
Retiro,PISO,3,142,1450.0,142
Moncloa,PISO,0,97,850.0,97
Chamberí,PISO,2,165,1600.0,165
Tetuán,PISO,1,97,900.0,97
Salamanca,PISO,1,70,1000.0,70
Tetuán,PISO,3,165,1500.0,165
Centro,PISO,2,70,1100.0,70
Centro,PISO,2,195,2000.0,195
Salamanca,PISO,0,120,850.0,120
Chamberí,PISO,1,142,1650.0,142
Chamartín,PISO,3,300,3000.0,300
Centro,PISO,0,70,850.0,70
Salamanca,PISO,2,300,3700.0,300
Tetuán,PISO,2,240,2000.0,240
Retiro,PISO,2,97,1100.0,97
Chamberí,PISO,1,240,2425.0,240
Latina,PISO,1,97,912.5,97
Latina,PISO,3,165,1050.0,165
Chamberí,PISO,3,97,1400.0,97
Chamberí,PISO,3,165,1700.0,165
Salamanca,PISO,2,70,1100.0,70
Chamartín,PISO,1,70,950.0,70
Chamartín,PISO,3,195,1900.0,195
Centro,PISO,2,120,1450.0,120
Salamanca,PISO,2,70,1000.0,70
Centro,PISO,2,120,1462.5,120
Retiro,PISO,2,142,1465.0,142
Salamanca,PISO,2,195,2200.0,195
Chamberí,PISO,2,142,1600.0,142
Chamartín,PISO,2,120,1325.0,120
Centro,PISO,3,240,2300.0,240
Latina,PISO,2,70,675.0,70
Moncloa,PISO,3,300,2600.0,300
Moncloa,PISO,1,120,1250.0,120
Tetuán,PISO,0,75,637.5,75
Salamanca,PISO,2,142,1500.0,142
Tetuán,PISO,2,120,1000.0,120
Retiro,PISO,1,75,800.0,75
Salamanca,PISO,3,165,1950.0,165
Chamberí,PISO,2,70,1200.0,70
Retiro,PISO,3,120,1345.0,120
Tetuán,PISO,1,70,810.0,70
Latina,PISO,3,40,625.0,40
Centro,PISO,1,142,1500.0,142
Centro,PISO,3,240,2125.0,240
Chamberí,PISO,0,70,802.5,70
Tetuán,PISO,1,70,822.5,70
Salamanca,PISO,3,165,1995.0,165
Tetuán,PISO,3,195,1490.0,195
Chamberí,PISO,1,120,790.0,120
Chamartín,PISO,3,142,1250.0,142
Salamanca,PISO,3,97,1300.0,97
Retiro,PISO,0,70,750.0,70
Centro,PISO,0,97,890.0,97
Retiro,PISO,1,70,950.0,70
Retiro,PISO,3,195,1950.0,195
Salamanca,PISO,3,240,2500.0,240
Salamanca,PISO,1,142,1500.0,142
Chamberí,PISO,3,195,2150.0,195
Chamartín,PISO,1,97,1100.0,97
Chamberí,PISO,1,70,950.0,70
Chamberí,PISO,2,300,3000.0,300
Chamartín,PISO,2,240,1650.0,240
Tetuán,PISO,1,150,760.0,150
Centro,PISO,1,97,1175.0,97
Salamanca,PISO,3,142,1850.0,142
Tetuán,PISO,3,120,1160.0,120
Chamartín,PISO,2,142,1400.0,142
Chamberí,PISO,0,90,785.0,90
Salamanca,PISO,1,142,1600.0,142
Salamanca,PISO,2,142,1700.0,142
Latina,PISO,3,120,850.0,120
Chamartín,PISO,2,97,1200.0,97
Tetuán,PISO,2,120,1100.0,120
Centro,PISO,2,165,1750.0,165
Salamanca,PISO,2,142,1700.0,142
Tetuán,PISO,0,90,690.0,90
Chamberí,PISO,1,90,795.0,90
Centro,PISO,2,97,1250.0,97
Moncloa,PISO,3,300,2325.0,300
Moncloa,PISO,1,120,1100.0,120
Centro,PISO,0,97,1200.0,97
Chamartín,PISO,1,142,1437.5,142
Salamanca,PISO,2,142,1725.0,142
Retiro,PISO,2,195,2000.0,195
Centro,PISO,2,165,1699.0,165
Centro,PISO,2,97,1250.0,97
Retiro,PISO,0,195,1450.0,195
Centro,PISO,2,165,1750.0,165
Chamartín,PISO,3,142,1387.5,142
Moncloa,PISO,2,70,900.0,70
Tetuán,PISO,2,70,800.0,70
Chamartín,PISO,3,165,1500.0,165
Chamartín,PISO,1,97,1050.0,97
Centro,PISO,2,240,2250.0,240
Tetuán,PISO,2,195,1700.0,195
Retiro,PISO,2,120,1250.0,120
Salamanca,PISO,2,165,2450.0,165
Tetuán,PISO,0,70,850.0,70
Salamanca,PISO,3,240,2750.0,240
Centro,PISO,2,142,1550.0,142
Latina,PISO,1,70,637.5,70
Retiro,PISO,0,40,800.0,40
Moncloa,PISO,2,120,1300.0,120
Centro,PISO,3,97,1200.0,97
Latina,PISO,3,70,680.0,70
Tetuán,PISO,2,195,1600.0,195
Tetuán,PISO,0,70,750.0,70
Salamanca,PISO,2,97,1272.5,97
Chamberí,PISO,3,70,1200.0,70
Latina,PISO,2,120,850.0,120
Chamberí,PISO,1,97,1250.0,97
Latina,PISO,3,97,790.0,97
Chamartín,PISO,1,70,900.0,70
Salamanca,PISO,3,300,3500.0,300
Retiro,PISO,2,142,1750.0,142
Latina,PISO,3,165,1250.0,165
Centro,PISO,0,105,800.0,105
Moncloa,PISO,2,142,1450.0,142
Salamanca,PISO,0,70,950.0,70
Tetuán,PISO,2,165,1590.0,165
Salamanca,PISO,2,195,2550.0,195
Salamanca,PISO,2,70,1125.0,70
Tetuán,PISO,2,97,1000.0,97
Centro,PISO,0,60,725.0,60
Retiro,PISO,2,142,1300.0,142
Salamanca,PISO,0,70,900.0,70
Tetuán,PISO,2,165,1465.0,165
Centro,PISO,2,120,1450.0,120
Chamartín,PISO,2,70,895.0,70
Centro,PISO,2,195,2000.0,195
Tetuán,PISO,2,142,1400.0,142
Salamanca,PISO,0,90,850.0,90
Chamberí,PISO,3,240,2300.0,240
Salamanca,PISO,2,120,1550.0,120
Centro,PISO,2,70,1125.0,70
Moncloa,PISO,1,142,1175.0,142
Chamartín,PISO,1,90,800.0,90
Retiro,PISO,2,97,1200.0,97
Chamberí,PISO,3,142,1600.0,142
Chamartín,PISO,1,120,1400.0,120
Centro,PISO,0,70,900.0,70
Retiro,PISO,0,97,900.0,97
Centro,PISO,2,195,2000.0,195
Chamartín,PISO,3,120,1300.0,120
Moncloa,PISO,2,97,1190.0,97
Chamberí,PISO,3,142,1700.0,142
Tetuán,PISO,3,142,1400.0,142
Moncloa,PISO,2,142,1362.5,142
Centro,PISO,3,195,1970.0,195
Retiro,PISO,1,97,1000.0,97
Centro,PISO,1,70,980.0,70
Salamanca,PISO,1,120,1545.0,120
Chamberí,PISO,3,165,1792.5,165
Chamartín,PISO,1,70,900.0,70
Salamanca,PISO,1,120,1475.0,120
Chamberí,PISO,1,97,1200.0,97
Latina,PISO,2,240,2300.0,240
Moncloa,PISO,3,165,1565.0,165
Moncloa,PISO,1,97,1050.0,97
Salamanca,PISO,3,120,1400.0,120
Chamberí,PISO,2,142,1600.0,142
Retiro,PISO,1,165,1300.0,165
Latina,PISO,2,97,790.0,97
Retiro,PISO,3,240,2500.0,240
Salamanca,PISO,0,150,800.0,150
Tetuán,PISO,2,142,1300.0,142
Moncloa,PISO,3,240,2300.0,240
Chamartín,PISO,2,70,900.0,70
Tetuán,PISO,1,97,950.0,97
Centro,PISO,1,60,800.0,60
Chamberí,PISO,2,165,1600.0,165
Centro,PISO,3,300,2900.0,300
Chamartín,PISO,0,70,825.0,70
Retiro,PISO,3,240,2000.0,240
Salamanca,PISO,3,195,2225.0,195
Salamanca,PISO,1,70,1100.0,70
Tetuán,PISO,3,165,1275.0,165
Salamanca,PISO,3,105,4000.0,105
Chamartín,PISO,3,120,1275.0,120
Moncloa,PISO,3,240,2400.0,240
Moncloa,PISO,3,142,1300.0,142
Centro,PISO,2,195,1950.0,195
Centro,PISO,0,70,900.0,70
Centro,PISO,2,120,1400.0,120
Tetuán,PISO,2,165,1500.0,165
Moncloa,PISO,3,165,1870.0,165
Centro,PISO,0,105,750.0,105
Chamberí,PISO,3,97,1400.0,97
Tetuán,PISO,2,97,1100.0,97
Chamberí,PISO,2,142,1550.0,142
Latina,PISO,3,97,790.0,97
Chamartín,PISO,2,120,1275.0,120
Latina,PISO,1,97,1040.0,97
Chamartín,PISO,3,60,3425.0,60
Centro,PISO,0,120,1190.0,120
Retiro,PISO,2,142,1400.0,142
Tetuán,PISO,0,97,1000.0,97
Centro,PISO,0,60,800.0,60
Salamanca,PISO,0,70,1030.0,70
Chamberí,PISO,3,165,1700.0,165
Chamartín,PISO,3,195,2000.0,195
Tetuán,PISO,2,97,950.0,97
Latina,PISO,3,240,1400.0,240
Salamanca,PISO,3,195,2200.0,195
Tetuán,PISO,1,97,900.0,97
Chamberí,PISO,3,240,2500.0,240
Salamanca,PISO,1,70,1050.0,70
Centro,PISO,2,70,1100.0,70
Chamberí,PISO,3,240,2500.0,240
Centro,PISO,2,195,2100.0,195
Chamartín,PISO,3,300,3200.0,300
Centro,PISO,0,70,897.5,70
Chamartín,PISO,1,120,1325.0,120
Salamanca,PISO,2,120,1500.0,120
Chamberí,PISO,3,142,1500.0,142
Latina,PISO,2,97,790.0,97
Retiro,PISO,2,97,1100.0,97
Salamanca,PISO,2,120,1500.0,120
Chamberí,PISO,3,240,2475.0,240
Salamanca,PISO,0,150,800.0,150
Chamartín,PISO,2,195,1825.0,195
Tetuán,PISO,2,240,1950.0,240
Moncloa,PISO,2,165,1350.0,165
Centro,PISO,1,105,750.0,105
Retiro,PISO,3,142,1410.0,142
Chamartín,PISO,2,120,1250.0,120
Salamanca,PISO,1,120,1545.0,120
Retiro,PISO,1,165,1330.0,165
Chamberí,PISO,2,142,1550.0,142
Retiro,PISO,3,97,1000.0,97
Salamanca,PISO,1,60,937.5,60
Tetuán,PISO,3,142,1399.0,142
Centro,PISO,1,70,950.0,70
Retiro,PISO,3,165,1550.0,165
Salamanca,PISO,3,120,1600.0,120
Tetuán,PISO,2,97,950.0,97
Centro,PISO,1,70,950.0,70
Moncloa,PISO,1,97,1100.0,97
Centro,PISO,3,195,2000.0,195
Salamanca,PISO,1,120,925.0,120
Chamberí,PISO,3,97,1300.0,97
Tetuán,PISO,1,142,1239.0,142
Salamanca,PISO,3,300,3850.0,300
Centro,PISO,1,70,970.0,70
Centro,PISO,3,195,2000.0,195
Latina,PISO,1,97,825.0,97
Tetuán,PISO,1,97,1000.0,97
Chamartín,PISO,3,300,3800.0,300
Salamanca,PISO,1,70,1100.0,70
Tetuán,PISO,1,97,950.0,97
Salamanca,PISO,3,195,2300.0,195
Chamartín,PISO,2,195,1850.0,195
Retiro,PISO,3,240,1987.5,240
Salamanca,PISO,3,70,1350.0,70
Chamberí,PISO,2,97,1300.0,97
Salamanca,PISO,3,195,2300.0,195
Retiro,PISO,3,142,1500.0,142
Centro,PISO,1,90,750.0,90
Tetuán,PISO,1,97,935.0,97
Centro,PISO,3,120,1450.0,120
Chamartín,PISO,2,70,1050.0,70
Moncloa,PISO,3,142,1600.0,142
Salamanca,PISO,3,90,4250.0,90
Latina,PISO,2,97,800.0,97
Tetuán,PISO,1,70,850.0,70
Moncloa,PISO,1,40,762.5,40
Salamanca,PISO,3,165,1900.0,165
Chamberí,PISO,3,300,2600.0,300
Chamberí,PISO,1,120,1600.0,120
Salamanca,PISO,1,97,1262.5,97
Centro,PISO,3,142,1595.0,142
Salamanca,PISO,3,165,2000.0,165
Chamartín,PISO,2,165,2175.0,165
Chamberí,PISO,2,195,2050.0,195
Centro,PISO,1,142,1475.0,142
Salamanca,PISO,3,165,1800.0,165
Chamberí,PISO,2,70,1025.0,70
Chamartín,PISO,2,97,1100.0,97
Centro,PISO,3,142,1550.0,142
Tetuán,PISO,3,90,2600.0,90
Centro,PISO,3,142,1600.0,142
Chamberí,PISO,0,70,850.0,70
Chamartín,PISO,2,165,1675.0,165
Tetuán,PISO,2,300,2600.0,300
Chamartín,PISO,2,142,1400.0,142
Chamberí,PISO,2,120,1400.0,120
Tetuán,PISO,3,120,1200.0,120
Chamartín,PISO,2,240,3200.0,240
Tetuán,PISO,1,150,725.0,150
Salamanca,PISO,2,97,1265.0,97
Latina,PISO,2,120,850.0,120
Retiro,PISO,3,195,1810.0,195
Centro,PISO,2,240,2350.0,240
Salamanca,PISO,3,142,1800.0,142
Tetuán,PISO,1,90,725.0,90
Tetuán,PISO,3,300,2875.0,300
Salamanca,PISO,1,142,1525.0,142
Salamanca,PISO,3,240,2500.0,240
Retiro,PISO,3,195,1800.0,195
Centro,PISO,1,97,1150.0,97
Tetuán,PISO,3,120,1170.0,120
Latina,PISO,1,70,700.0,70
Centro,PISO,2,97,1300.0,97
Moncloa,PISO,2,70,895.0,70
Tetuán,PISO,1,70,800.0,70
Tetuán,PISO,3,195,1650.0,195
Salamanca,PISO,1,97,1200.0,97
Chamberí,PISO,3,300,3800.0,300
Chamberí,PISO,1,120,1400.0,120
Latina,PISO,3,120,800.0,120
Salamanca,PISO,2,142,1700.0,142
Chamberí,PISO,3,120,1500.0,120
Chamartín,PISO,3,142,1300.0,142
Centro,PISO,2,97,1200.0,97
Moncloa,PISO,1,60,700.0,60
Tetuán,PISO,0,60,700.0,60
Centro,PISO,2,165,1650.0,165
Tetuán,PISO,2,120,1100.0,120
Retiro,PISO,1,75,700.0,75
Centro,PISO,3,142,1550.0,142
Latina,PISO,3,120,800.0,120
Retiro,PISO,1,300,3800.0,300
Moncloa,PISO,3,195,1650.0,195
Centro,PISO,2,142,1500.0,142
Moncloa,PISO,1,70,900.0,70
Retiro,PISO,2,120,1392.5,120
Salamanca,PISO,2,97,1300.0,97
Centro,PISO,0,142,1100.0,142
Chamberí,PISO,2,120,1300.0,120
Tetuán,PISO,2,70,850.0,70
Chamartín,PISO,2,142,1450.0,142
Latina,PISO,1,70,647.5,70
Moncloa,PISO,0,40,750.0,40
Chamberí,PISO,3,70,0.0,70
Tetuán,PISO,0,70,760.0,70
Tetuán,PISO,2,195,1800.0,195
Chamartín,PISO,1,97,1100.0,97
Retiro,PISO,2,60,1000.0,60
Tetuán,PISO,2,70,800.0,70
Chamartín,PISO,3,165,1500.0,165
Chamberí,PISO,2,97,1200.0,97
Salamanca,PISO,0,60,850.0,60
Salamanca,PISO,2,120,1500.0,120
Centro,PISO,2,70,1200.0,70
Retiro,PISO,2,97,1000.0,97
Chamberí,PISO,3,142,1600.0,142
Moncloa,PISO,3,240,2400.0,240
Retiro,PISO,2,165,1475.0,165
Chamartín,PISO,1,120,1375.0,120
Centro,PISO,0,70,900.0,70
Chamartín,PISO,3,300,3000.0,300
Centro,PISO,2,195,1975.0,195
Moncloa,PISO,2,165,1425.0,165
Latina,PISO,3,142,925.0,142
Chamberí,PISO,3,142,1750.0,142
Centro,PISO,2,90,800.0,90
Chamberí,PISO,1,97,1250.0,97
Chamberí,PISO,3,165,1700.0,165
Salamanca,PISO,0,70,1000.0,70
Tetuán,PISO,3,240,1800.0,240
Salamanca,PISO,1,120,1535.0,120
Chamartín,PISO,3,195,2100.0,195
Centro,PISO,0,120,800.0,120
Moncloa,PISO,2,142,1500.0,142
Centro,PISO,2,120,1467.5,120
Latina,PISO,3,97,825.0,97
Tetuán,PISO,2,165,1550.0,165
Chamberí,PISO,1,97,1150.0,97
Tetuán,PISO,2,97,1075.0,97
Retiro,PISO,2,142,1350.0,142
Centro,PISO,0,90,720.0,90
Centro,PISO,2,120,1450.0,120
Latina,PISO,2,97,800.0,97
Retiro,PISO,3,240,2750.0,240
Salamanca,PISO,2,120,1400.0,120
Chamberí,PISO,2,97,1199.5,97
Tetuán,PISO,2,142,1300.0,142
Tetuán,PISO,3,97,990.0,97
Chamartín,PISO,0,70,850.0,70
Centro,PISO,3,120,1450.0,120
Centro,PISO,1,75,800.0,75
Retiro,PISO,3,142,1500.0,142
Chamberí,PISO,2,165,1600.0,165
Salamanca,PISO,3,105,4000.0,105
Chamberí,PISO,0,97,1000.0,97
Retiro,PISO,1,240,800.0,240
Chamberí,PISO,2,97,1250.0,97
Salamanca,PISO,3,195,2275.0,195
Tetuán,PISO,1,97,950.0,97
Salamanca,PISO,1,70,1050.0,70
Moncloa,PISO,3,142,1325.0,142
Centro,PISO,2,195,1950.0,195
Centro,PISO,0,70,850.0,70
Moncloa,PISO,2,142,1362.5,142
Centro,PISO,1,70,980.0,70
Chamartín,PISO,2,120,1250.0,120
Salamanca,PISO,3,300,3900.0,300
Chamberí,PISO,3,165,1800.0,165
Chamberí,PISO,1,97,1200.0,97
Chamartín,PISO,3,195,1750.0,195
Moncloa,PISO,3,165,1580.0,165
Chamberí,PISO,2,240,2800.0,240
Moncloa,PISO,1,97,1050.0,97
Tetuán,PISO,0,97,900.0,97
Salamanca,PISO,3,120,1500.0,120
Salamanca,PISO,1,75,950.0,75
Chamberí,PISO,2,142,1500.0,142
Retiro,PISO,1,70,992.5,70
Centro,PISO,3,165,1800.0,165
Moncloa,PISO,0,105,750.0,105
Retiro,PISO,3,195,1950.0,195
Salamanca,PISO,1,142,1500.0,142
Tetuán,PISO,1,120,1037.5,120
Moncloa,PISO,1,70,960.0,70
Centro,PISO,2,142,1500.0,142
Moncloa,PISO,3,90,3000.0,90
Chamartín,PISO,1,97,1100.0,97
Moncloa,PISO,1,70,950.0,70
Salamanca,PISO,2,165,2450.0,165
Tetuán,PISO,3,120,1150.0,120
Chamberí,PISO,2,120,1400.0,120
Chamberí,PISO,0,75,775.0,75
Chamartín,PISO,2,142,1400.0,142
Latina,PISO,2,70,710.0,70
Centro,PISO,3,240,2250.0,240
Tetuán,PISO,0,150,700.0,150
Chamberí,PISO,2,70,1000.0,70
Tetuán,PISO,2,120,1000.0,120
Moncloa,PISO,3,120,1200.0,120
Chamberí,PISO,2,195,2300.0,195
Salamanca,PISO,3,97,1700.0,97
Centro,PISO,3,240,2200.0,240
Retiro,PISO,1,150,800.0,150
Centro,PISO,3,142,1612.5,142
Chamartín,PISO,2,97,1200.0,97
Latina,PISO,0,70,950.0,70
Chamberí,PISO,2,70,1200.0,70
Centro,PISO,1,142,1400.0,142
Centro,PISO,3,240,2200.0,240
Chamartín,PISO,2,165,1650.0,165
Tetuán,PISO,1,70,830.0,70
Tetuán,PISO,3,195,1490.0,195
Salamanca,PISO,1,97,1300.0,97
Salamanca,PISO,1,165,1700.0,165
Latina,PISO,2,70,700.0,70
Salamanca,PISO,3,97,1500.0,97
Retiro,PISO,0,70,750.0,70
Centro,PISO,2,165,1800.0,165
Centro,PISO,0,97,1200.0,97
Moncloa,PISO,1,60,725.0,60
Chamberí,PISO,1,70,1000.0,70
Chamberí,PISO,3,195,2100.0,195
Retiro,PISO,2,120,745.0,120
Chamartín,PISO,1,97,1000.0,97
Tetuán,PISO,0,70,857.5,70
Moncloa,PISO,0,40,800.0,40
Salamanca,PISO,3,240,2500.0,240
Salamanca,PISO,1,142,2300.0,142
Chamberí,PISO,1,70,950.0,70
Latina,PISO,3,195,1100.0,195
Moncloa,PISO,0,120,732.5,120
Latina,PISO,1,70,675.0,70
Tetuán,PISO,2,195,1850.0,195
Salamanca,PISO,2,165,2000.0,165
Tetuán,PISO,0,70,775.0,70
Salamanca,PISO,2,97,1300.0,97
Chamberí,PISO,1,70,950.0,70
Retiro,PISO,2,120,1290.0,120
Latina,PISO,2,120,850.0,120
Centro,PISO,2,142,1500.0,142
Chamberí,PISO,2,70,1000.0,70
Latina,PISO,3,120,850.0,120
Chamartín,PISO,2,97,1200.0,97
Moncloa,PISO,2,70,875.0,70
Chamartín,PISO,1,142,1500.0,142
Tetuán,PISO,0,90,700.0,90
Centro,PISO,2,97,1300.0,97
Chamartín,PISO,3,142,1300.0,142
Chamberí,PISO,3,120,1500.0,120
Moncloa,PISO,3,300,2350.0,300
Moncloa,PISO,1,120,1150.0,120
Chamberí,PISO,1,120,1200.0,120
Tetuán,PISO,2,300,2750.0,300
Chamberí,PISO,3,120,1350.0,120
Salamanca,PISO,2,240,2800.0,240
Moncloa,PISO,2,195,1800.0,195
Latina,PISO,3,120,850.0,120
Chamberí,PISO,1,75,750.0,75
Chamartín,PISO,3,142,1400.0,142
Chamberí,PISO,3,120,1250.0,120
Chamartín,PISO,2,142,1500.0,142
Centro,PISO,3,97,1500.0,97
Salamanca,PISO,3,142,1775.0,142
Moncloa,PISO,1,70,925.0,70
Salamanca,PISO,2,97,1280.0,97
Tetuán,PISO,2,70,865.0,70
Moncloa,PISO,1,70,950.0,70
Retiro,PISO,3,195,1841.0,195
Latina,PISO,2,120,900.0,120
Moncloa,PISO,3,195,2225.0,195
Centro,PISO,2,240,2325.0,240
Moncloa,PISO,3,150,3900.0,150
Moncloa,PISO,1,70,937.5,70
Chamartín,PISO,2,142,1490.0,142
Salamanca,PISO,3,240,2500.0,240
Centro,PISO,1,97,1155.0,97
Chamberí,PISO,2,300,2800.0,300
Retiro,PISO,1,70,1000.0,70
Chamartín,PISO,1,142,1300.0,142
Chamberí,PISO,3,300,2500.0,300
Chamberí,PISO,1,120,1600.0,120
Salamanca,PISO,3,165,2100.0,165
Tetuán,PISO,1,70,815.0,70
Moncloa,PISO,2,70,950.0,70
Chamartín,PISO,2,165,2450.0,165
Centro,PISO,3,240,2150.0,240
Centro,PISO,1,142,1450.0,142
Chamberí,PISO,2,195,2350.0,195
Moncloa,PISO,1,120,775.0,120
Chamberí,PISO,2,70,1200.0,70
Retiro,PISO,1,40,850.0,40
Chamberí,PISO,2,195,2300.0,195
Salamanca,PISO,3,97,1675.0,97
Latina,PISO,2,70,735.0,70
Moncloa,PISO,3,120,1200.0,120
Chamartín,PISO,2,165,1700.0,165
Moncloa,PISO,3,195,1750.0,195
Retiro,PISO,2,120,1400.0,120
Chamberí,PISO,1,70,950.0,70
Salamanca,PISO,2,97,1300.0,97
Chamartín,PISO,2,142,1450.0,142
Chamberí,PISO,0,90,725.0,90
Salamanca,PISO,3,142,1750.0,142
Tetuán,PISO,0,70,850.0,70
Salamanca,PISO,2,165,2200.0,165
Tetuán,PISO,2,195,1700.0,195
Centro,PISO,2,240,2300.0,240
Retiro,PISO,2,70,1100.0,70
Centro,PISO,2,97,1312.5,97
Tetuán,PISO,1,70,792.5,70
Salamanca,PISO,3,165,1675.0,165
Chamartín,PISO,1,142,1700.0,142
Salamanca,PISO,1,97,1200.0,97
Salamanca,PISO,2,240,3175.0,240
Chamberí,PISO,3,300,3800.0,300
Latina,PISO,3,120,800.0,120
Chamartín,PISO,3,240,2400.0,240
Latina,PISO,2,70,680.0,70
Chamartín,PISO,3,142,1250.0,142
Centro,PISO,2,97,1200.0,97
Salamanca,PISO,2,240,2850.0,240
Chamberí,PISO,1,150,850.0,150
Chamartín,PISO,1,142,1300.0,142
Tetuán,PISO,0,90,700.0,90
Salamanca,PISO,2,142,1800.0,142
Tetuán,PISO,2,120,1199.5,120
Latina,PISO,3,120,800.0,120
Moncloa,PISO,2,97,1100.0,97
Centro,PISO,2,70,1030.0,70
Chamartín,PISO,1,120,1350.0,120
Salamanca,PISO,3,195,2200.0,195
Salamanca,PISO,1,70,1000.0,70
Moncloa,PISO,2,97,950.0,97
Chamberí,PISO,3,142,1700.0,142
Centro,PISO,2,195,2100.0,195
Chamberí,PISO,1,142,1850.0,142
Centro,PISO,0,70,875.0,70
Chamartín,PISO,3,300,3000.0,300
Latina,PISO,3,142,950.0,142
Chamartín,PISO,1,120,1325.0,120
Chamberí,PISO,3,142,1500.0,142
Latina,PISO,2,97,735.0,97
Chamartín,PISO,1,60,825.0,60
Salamanca,PISO,2,120,1500.0,120
Salamanca,PISO,0,75,850.0,75
Tetuán,PISO,2,142,1314.0,142
Moncloa,PISO,2,97,1100.0,97
Moncloa,PISO,2,165,1400.0,165
Latina,PISO,3,142,1150.0,142
Retiro,PISO,3,142,1450.0,142
Centro,PISO,1,90,750.0,90
Moncloa,PISO,0,97,850.0,97
Centro,PISO,2,120,1400.0,120
Moncloa,PISO,3,165,1870.0,165
Centro,PISO,0,105,790.0,105
Moncloa,PISO,1,97,1050.0,97
Chamartín,PISO,3,195,2050.0,195
Tetuán,PISO,2,97,1100.0,97
Centro,PISO,3,195,2050.0,195
Chamberí,PISO,2,142,1600.0,142
Latina,PISO,3,97,750.0,97
Salamanca,PISO,0,70,1149.0,70
Tetuán,PISO,2,165,1700.0,165
Chamberí,PISO,3,165,1700.0,165
Chamartín,PISO,1,70,950.0,70
Chamartín,PISO,3,195,1870.0,195
Chamberí,PISO,1,97,1250.0,97
Chamartín,PISO,1,120,1275.0,120
Chamberí,PISO,3,240,2500.0,240
Retiro,PISO,2,97,1100.0,97
Tetuán,PISO,3,165,1500.0,165
Salamanca,PISO,1,70,1000.0,70
Chamberí,PISO,2,97,1200.0,97
Salamanca,PISO,3,195,2300.0,195
Retiro,PISO,3,240,1750.0,240
Salamanca,PISO,3,150,4000.0,150
Moncloa,PISO,2,97,980.0,97
Centro,PISO,1,120,1300.0,120
Centro,PISO,1,75,770.0,75
Chamberí,PISO,2,97,1200.0,97
Centro,PISO,3,120,1400.0,120
Chamberí,PISO,2,165,1550.0,165
Chamartín,PISO,0,70,875.0,70
Latina,PISO,2,97,750.0,97
Centro,PISO,3,300,2900.0,300
Chamberí,PISO,2,165,1750.0,165
Chamartín,PISO,2,120,1300.0,120
Tetuán,PISO,3,142,1350.0,142
Salamanca,PISO,1,90,850.0,90
Salamanca,PISO,3,120,1600.0,120
Tetuán,PISO,2,97,950.0,97
Chamartín,PISO,2,120,1300.0,120
Moncloa,PISO,1,97,1050.0,97
Centro,PISO,1,70,950.0,70
Latina,PISO,2,142,800.0,142
Centro,PISO,2,90,875.0,90
Moncloa,PISO,3,97,1100.0,97
Salamanca,PISO,1,60,920.0,60
Moncloa,PISO,1,97,1150.0,97
Tetuán,PISO,1,142,1000.0,142
Chamartín,PISO,2,120,1300.0,120
Centro,PISO,1,70,970.0,70
Retiro,PISO,1,97,1000.0,97
Centro,PISO,3,195,2000.0,195
Tetuán,PISO,1,120,1150.0,120
Salamanca,PISO,1,142,1500.0,142
Chamberí,PISO,0,90,762.5,90
Latina,PISO,3,195,1000.0,195
Chamberí,PISO,2,300,2800.0,300
Centro,PISO,3,165,1700.0,165
Centro,PISO,0,142,1195.0,142
Tetuán,PISO,3,120,1200.0,120
Tetuán,PISO,1,75,725.0,75
Moncloa,PISO,1,70,940.0,70
Salamanca,PISO,3,142,1850.0,142
Salamanca,PISO,2,97,1200.0,97
Chamberí,PISO,0,60,800.0,60
Moncloa,PISO,1,70,955.0,70
Centro,PISO,1,97,1200.0,97
Latina,PISO,2,120,920.0,120
Latina,PISO,0,75,475.0,75
Retiro,PISO,1,70,945.0,70
Chamberí,PISO,0,40,715.0,40
Centro,PISO,3,97,1450.0,97
Chamberí,PISO,2,120,1400.0,120
Chamberí,PISO,0,120,1000.0,120
Moncloa,PISO,1,70,900.0,70
Tetuán,PISO,1,40,725.0,40
Chamartín,PISO,2,165,1700.0,165
Chamberí,PISO,0,70,850.0,70
Latina,PISO,2,70,647.5,70
Chamberí,PISO,2,70,1062.5,70
Retiro,PISO,1,40,800.0,40
Centro,PISO,3,142,1600.0,142
Chamartín,PISO,2,97,1100.0,97
Chamberí,PISO,2,195,2350.0,195
Centro,PISO,3,240,2450.0,240
Salamanca,PISO,1,97,1225.0,97
Tetuán,PISO,1,70,800.0,70
Moncloa,PISO,2,70,900.0,70
Centro,PISO,1,142,1450.0,142
Centro,PISO,3,240,2175.0,240
Chamartín,PISO,0,97,900.0,97
Chamartín,PISO,3,240,2500.0,240
Chamberí,PISO,1,120,1600.0,120
Chamberí,PISO,3,300,2700.0,300
Moncloa,PISO,3,120,950.0,120
Retiro,PISO,2,70,980.0,70
Latina,PISO,2,70,645.0,70
Tetuán,PISO,2,195,1700.0,195
Chamberí,PISO,3,195,2375.0,195
Chamartín,PISO,1,97,1100.0,97
Chamartín,PISO,3,165,1500.0,165
Chamberí,PISO,1,70,985.0,70
Moncloa,PISO,0,40,600.0,40
Retiro,PISO,1,70,850.0,70
